Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly,Khoang cach toi trung tam (Km),Gia (Tỷ VND)
Hà Nội,Cầu Giấy,Mipec Rubik 360,"Dự án Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",21.037153,105.786339,110.000000,3.000000,,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,7.143746,7.490000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,47.000000,1.000000,1.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng.,11.761398,1.750000
Hà Nội,Long Biên,Khu đô thị Việt Hưng,"Dự án Việt Hưng, Phường Đức Giang, Long Biên, Hà Nội",21.062691,105.908333,52.000000,2.000000,1.000000,,,,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.759710,1.460000
Hà Nội,Cầu Giấy,Home City Trung Kính,"Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.016098,105.792488,98.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.585621,6.490000
Hà Nội,Cầu Giấy,Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.040442,105.780716,119.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.776776,7.000000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng.,11.761398,3.000000
Hà Nội,Thanh Xuân,Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999119,105.808441,105.000000,3.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Nội thất đẹp xịn.,Sổ đỏ/sổ hồng.,5.784652,7.000000
Hà Nội,Hai Bà Trưng,,"Phố 8/3, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",20.998628,105.860490,55.000000,2.000000,,,,,,,,,3.367767,1.500000
Hà Nội,Thanh Xuân,The Golden Palm Lê Văn Lương,"Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.006311,105.807480,67.000000,2.000000,1.000000,,,,Đông - Nam,Tây - Bắc,,,5.466091,4.000000
Hà Nội,Hai Bà Trưng,,"Phố Bùi Ngọc Dương, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",21.000221,105.852905,35.000000,,,,,,,,Full nội thất đẹp.,,3.136276,1.650000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,68.000000,2.000000,2.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng.,11.761398,2.500000
Hà Nội,Hai Bà Trưng,Vinhomes Times City - Park Hill,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.994333,105.867561,109.000000,3.000000,,,,,,,,,4.022292,6.800000
Hà Nội,Nam Từ Liêm,Capital Elite,"Dự án Capital Elite, Quận Nam Từ Liêm, Hà Nội",21.018566,105.781685,105.000000,3.000000,2.000000,,,,,,Đầy đủ,Hợp đồng mua bán,7.643322,7.050000
Hà Nội,Long Biên,Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",21.035978,105.906296,85.000000,3.000000,2.000000,,,,Đông - Nam,Tây - Bắc,"Cơ bản bàn giao: Nội thất hoàn thiện có trần thạch cao, sàn gỗ, đèn led thẩm mỹ, tbi vệ sinh, nóng lạnh 20lit, khóa cửa 4 chức năng, đầu chờ điện nước khu bếp + ống đồng điều hòa.",Sổ đỏ/ Sổ hồng.,5.452932,4.270000
Hà Nội,Nam Từ Liêm,HH2 - Bắc Hà,"Dự án HH2 Bắc Hà, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",20.997517,105.795166,103.000000,3.000000,2.000000,,,,,,"Đầy đủ - Full nội thất, full tiện ích.",Sổ đỏ/ Sổ hồng.,7.053641,4.800000
Hà Nội,Hai Bà Trưng,Vinhomes Times City - Park Hill,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.994333,105.867561,109.000000,3.000000,,,,,,,,,4.022292,6.800000
Hà Nội,Nam Từ Liêm,Capital Elite,"Dự án Capital Elite, Quận Nam Từ Liêm, Hà Nội",21.018566,105.781685,105.000000,3.000000,2.000000,,,,,,Đầy đủ,Hợp đồng mua bán,7.643322,7.050000
Hà Nội,Long Biên,Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",21.035978,105.906296,85.000000,3.000000,2.000000,,,,Đông - Nam,Tây - Bắc,"Cơ bản bàn giao: Nội thất hoàn thiện có trần thạch cao, sàn gỗ, đèn led thẩm mỹ, tbi vệ sinh, nóng lạnh 20lit, khóa cửa 4 chức năng, đầu chờ điện nước khu bếp + ống đồng điều hòa.",Sổ đỏ/ Sổ hồng.,5.452932,4.270000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Nam Từ Liêm,HH2 - Bắc Hà,"Dự án HH2 Bắc Hà, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",20.997517,105.795166,103.000000,3.000000,2.000000,,,,,,"Đầy đủ - Full nội thất, full tiện ích.",Sổ đỏ/ Sổ hồng.,7.053641,4.800000
Hà Nội,Thanh Xuân,Hapulico Complex,"Dự án Hapulico Complex, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",21.000488,105.807159,98.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Full NT xịn xò nhà tự làm chỉ việc vào ở.,,5.812953,6.000000
Hà Nội,Cầu Giấy,Khu đô thị mới Dịch Vọng,"Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",21.029238,105.793850,90.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,6.299284,4.800000
Hà Nội,Thanh Xuân,,"Phường Nhân Chính, Thanh Xuân, Hà Nội",21.001950,105.806622,61.000000,2.000000,1.000000,,,,Đông - Nam,,Cơ bản,Sổ đỏ/ Sổ hồng,5.776219,3.150000
Hà Nội,Thanh Xuân,,"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.987761,105.800638,62.000000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,7.186627,2.250000
Hà Nội,Cầu Giấy,Watermark,"Watermark Tây Hồ, 395, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",21.055548,105.808590,119.600000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,5.628214,13.900000
Hà Nội,Hà Đông,FLC Star Tower,"Dự án FLC Star Tower, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",20.962555,105.765251,79.500000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng,11.803694,3.400000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,47.000000,1.000000,1.000000,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng,11.761398,1.800000
Hà Nội,Nam Từ Liêm,Khu đô thị Mỹ Đình I,"Dự án Mỹ Đình I, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.034912,105.764404,106.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,9.386279,4.600000
Hà Nội,Hoài Đức,The Golden An Khánh 32T,"Dự án The Golden An Khánh 32T, Huyện Hoài Đức, Hà Nội",21.004850,105.728100,92.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,13.393275,3.750000
Hà Nội,Thanh Xuân,,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999516,105.808200,60.000000,2.000000,,,,,,,,,5.780872,2.150000
Hà Nội,Thanh Xuân,Chung cư Golden West,"Golden West, số 2, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội",20.993580,105.798210,82.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Đang chờ sổ,7.009693,3.000000
Hà Nội,Thanh Xuân,Times Tower Lê Văn Lương,"Dự án Times Tower Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.002634,105.801559,107.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.199581,5.400000
Hà Nội,Thanh Xuân,Hei Tower,"Hei Tower Điện Lực, số 1, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.003246,105.805060,90.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.846535,4.600000
Hà Nội,Bắc Từ Liêm,Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",21.044233,105.767319,99.000000,3.000000,2.000000,,,,,,- Nhà full nội thất đẹp.,Sổ đỏ/ Sổ hồng,9.222033,4.950000
Hà Nội,Thanh Xuân,Hei Tower,"Hei Tower Điện Lực, số 1, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.003246,105.805060,90.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.846535,4.600000
Hà Nội,Bắc Từ Liêm,Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",21.044233,105.767319,99.000000,3.000000,2.000000,,,,,,- Nhà full nội thất đẹp.,Sổ đỏ/ Sổ hồng,9.222033,4.950000
Hà Nội,Ba Đình,,"Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",21.042784,105.809841,80.000000,2.000000,1.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,4.898225,3.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Huyện Gia Lâm, Hà Nội",21.002415,105.964110,33.500000,,,,,,,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,11.761256,1.560000
Hà Nội,Hai Bà Trưng,Vinhomes Times City - Park Hill,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.994333,105.867561,98.000000,3.000000,2.000000,,,,Bắc,Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,4.022292,7.500000
Hà Nội,Long Biên,Ecohome Phúc Lợi,"Dự án Ecohome Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",21.042358,105.927299,78.000000,3.000000,2.000000,,,,,,,,7.726660,3.190000
Hà Nội,Thanh Xuân,GoldSeason,"GoldSeason, 47, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.994772,105.806129,109.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,,Sổ đỏ/ Sổ hồng,6.259661,6.900000
Hà Nội,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,"Dự án N05 Trần Duy Hưng, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",21.006958,105.801079,162.000000,4.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Nội thất full nội thất.,Sổ đỏ/ Sổ hồng,6.039193,8.000000
Hà Nội,Nam Từ Liêm,Vinhomes Smart City,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.008852,105.743919,54.000000,2.000000,1.000000,,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.,11.694204,2.720000
Hà Nội,Thanh Xuân,Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999119,105.808441,71.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,,,5.784652,4.450000
Hà Nội,Cầu Giấy,Cầu Giấy Center Point,"Dự án Cầu Giấy Center Point, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",21.032211,105.799698,127.000000,3.000000,3.000000,,,,Tây - Bắc,Đông - Nam,Đồ cơ bản.,,5.705552,7.000000
Hà Nội,Hà Đông,FLC Star Tower,"Dự án FLC Star Tower, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",20.962555,105.765251,143.800000,3.000000,2.000000,,,,Tây - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,11.803694,4.800000
Hà Nội,Tây Hồ,Udic Westlake,"Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",21.080143,105.813690,126.000000,3.000000,2.000000,,,,,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,7.114774,6.950000
Hà Nội,Thanh Xuân,C3 Tower - Golden Palace,"Dự án C3 Lê Văn Lương (Golden Palace), Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004456,105.802528,98.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.018478,5.500000
Hà Nội,Tây Hồ,Udic Westlake,"Dự án Udic Westlake, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",21.080143,105.813690,168.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,7.114774,8.400000
Hà Nội,Cầu Giấy,Chung cư Tây Nam ĐH Thương Mại,"Tây Nam Đại học Thương Mại, 7A, Đường Lê Đức Thọ, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.035681,105.771202,78.000000,2.000000,2.000000,,,,Nam,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng,8.689180,3.800000
Hà Nội,Thanh Xuân,The Golden Palm Lê Văn Lương,"The Golden Palm Lê Văn Lương, 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.006311,105.807480,120.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.466099,6.500000
Hà Nội,Thanh Xuân,The Golden Palm Lê Văn Lương,"The Golden Palm Lê Văn Lương, 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.006311,105.807480,120.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.466099,6.500000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",21.006207,105.737076,30.000000,,,,,,,,"- Nội thất nhập khẩu cao cấp (thiết bị vệ sinh, thiết bị bếp, điều hoà âm trần, cửa nhập khẩu, kính Low - E cách âm, cách nhiệt và đặc biệt chống tia UV.",,12.448803,1.830000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,55.300000,2.000000,1.000000,,,,Đông - Bắc,Đông - Nam,Đầy đủ.,Sổ đỏ,11.761398,2.050000
Hà Nội,Nam Từ Liêm,Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.006207,105.737076,62.300000,2.000000,2.000000,,,,,Đông - Nam,- Nội thất full nhập khẩu.,HĐMB,12.448803,3.900000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,68.000000,2.000000,2.000000,,,,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,3.600000
Hà Nội,Hoàng Mai,Rose Town 79 Ngọc Hồi,"Dự án Rose Town, 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.956589,105.844887,104.000000,3.000000,2.000000,,,,Đông - Nam,Đông - Bắc,Full nội thất cơ bản.,Có sổ,8.024776,4.500000
Hà Nội,Hoàng Mai,Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",20.973969,105.821693,78.000000,2.000000,2.000000,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng,6.932630,4.590000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,2.000000,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng,10.052739,6.100000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,98.000000,3.000000,2.000000,,,,,Nam,Nguyên bản.,,10.052739,5.800000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,80.000000,3.000000,2.000000,,,,,,Tặng full nội thất.,Sổ đỏ/ Sổ hồng,11.761398,3.100000
Hà Nội,Thanh Xuân,Hà Nội Center Point,"Hà Nội Center Point, 27, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.004818,105.804670,80.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.801398,5.000000
Hà Nội,Thanh Xuân,Imperia Garden,"Imperia Garden, 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.997276,105.802986,81.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.370075,5.500000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,169.000000,4.000000,4.000000,,,,,Đông - Nam,,,10.052739,14.000000
Hà Nội,Bắc Từ Liêm,Sunshine City,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",21.091444,105.784721,97.000000,3.000000,,,,,Tây - Bắc,,,,10.052739,5.900000
Hà Nội,Cầu Giấy,A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",21.019056,105.787979,66.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,6.988132,3.000000
Hà Nội,Thanh Xuân,The Legend Tower 109 Nguyễn Tuân,"Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",21.004614,105.804077,64.000000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.866597,4.200000
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002415,105.964111,70.000000,2.000000,2.000000,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng,11.761398,2.600000
Hà Nội,Nam Từ Liêm,Roman Plaza,"Dự án Roman Plaza, Đường Tố Hữu, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",20.984341,105.776810,77.800000,2.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,9.437288,3.600000
Hà Nội,Thanh Xuân,Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999119,105.808440,94.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.784740,6.000000
Hà Nội,Thanh Xuân,Khu đô thị 54 Hạ Đình,"Dự án 54 Hạ Đình, Phố Hạ Đình, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội.",20.993580,105.798210,90.000000,2.000000,2.000000,,,,,,,Sổ đỏ/ Sổ hồng,7.009689,3.600000
Hà Nội,Cầu Giấy,Chung cư The Nine,"The Nine, số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",21.040442,105.780716,146.000000,3.000000,2.000000,,,,Nam,Đông - Bắc,,Sổ đỏ/ Sổ hồng,7.776776,10.000000
Hà Nội,Thanh Xuân,Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",20.999119,105.808440,94.000000,3.000000,2.000000,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng,5.784740,6.000000
