Tinh/Thanh pho,Quan/Huyen,Du an,Đia chi,Vi do,Kinh do,Gia (VND),Dien tich (m2),So phong ngu,So phong ve sinh,So tang,Duong vao,Mat tien,Huong nha,Huong ban cong,Noi that,Phap ly
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,7950000000.0,"77,1",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Tân Phú,Celadon City,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803905487060547,106.61668395996094,5050000000.0,85,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3160000000.0,67,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",10.8000974655151,106.792572021484,3250000000.0,67,2,2,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,5980000000.0,50,1,1,,,,,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721447944641113,106.71221923828125,12000000000.0,"123,8",3,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5500000000.0,75,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.8007678985596,106.821792602539,2400000000.0,"63,4",1,1,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 2,Thảo Điền Green,"Dự án Thảo Điền Green, Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.817425727844238,106.73127746582031,11300000000.0,"83,98",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Quận 4,Cao Ốc Căn Hộ H2-Hoàng Diệu,"Dự án H2 Hoàng Diệu, Đường Hoàng Diệu, Phường 8, Quận 4, Hồ Chí Minh",10.762415885925293,106.7022476196289,4200000000.0,105,3,2,,,,Đông,Đông,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Sunrise City,"Dự án Sunrise City, Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",10.73862361907959,106.70059967041016,6400000000.0,129,3,2,,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Thủ Đức,Fresca Riverside,"Dự án Fresca Riverside, Đường Số 6, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",10.8703832626343,106.737915039063,2300000000.0,70,2,2,,,,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Phú Nhuận,Newton Residence,"Newton Residence, 38, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh",10.79820728302,106.672470092773,6800000000.0,102,3,2,,,,,,,Có sổ hồng
Hồ Chí Minh,Quận 2,Feliz En Vista,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",10.7768859863281,106.756202697754,15300000000.0,173,4,4,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Bình,Cộng Hòa Plaza,"Dự án Cộng Hòa Plaza, Đường Cộng Hòa, Tân Bình, Hồ Chí Minh",10.802026748657227,106.64838409423828,3750000000.0,70,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Gò Vấp,Hà Đô Green View,"Dự án Hà Đô Nguyễn Văn Công, Đường Nguyễn Văn Công, Phường 3, Gò Vấp, Hồ Chí Minh",10.82470703125,106.67847442627,3600000000.0,71,2,1,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,"Q7 Saigon Riverside, 04, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.7180337905884,106.742393493652,2800000000.0,68,2,2,,,,,,Full,
Hồ Chí Minh,Bình Thạnh,Wilton Tower,"Dự án Wilton Tower, Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8015012741089,106.717620849609,4350000000.0,68,2,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 7,Eco Green Sài Gòn,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",10.7503509521484,106.723175048828,3100000000.0,60,2,1,,,,,,"Cơ bản Máy lạnh âm trần, máy lạnh phòng ngủ nhỏ, bếp từ, máy hút, tủ bếp, bồn rửa, tủ âm tường, sàn gỗ. Nội thất cao cấp CĐT bàn giao gồm: Máy lạnh âm trần, máy lạnh phòng ngủ nhỏ, bếp từ, máy hút, tủ",Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Q7 Saigon Riverside,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10.7180337905884,106.742393493652,2550000000.0,68,2,2,,,,,,"Full bếp (Tủ bếp trên, dưới, bếp từ, máy hút mùi), full thiết bị vệ sinh, sàn gỗ.",Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Bình Thạnh,Wilton Tower,"Wilton Tower, 71/3, Đường Nguyễn Văn Thương, Phường 25, Bình Thạnh, Hồ Chí Minh",10.8015012741089,106.717620849609,4200000000.0,69,2,2,,,,,,Nội thất cao cấp.,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Quận 2,Diamond Island,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",10.7789974212646,106.747192382813,9800000000.0,124,3,3,,,,,,Đầy đủ,Hợp đồng mua bán
Hồ Chí Minh,Quận 6,The Western Capital,"The Western Capital, 116, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",10.740673065185547,106.63024139404297,2150000000.0,50,2,1,,,,,,,
Hồ Chí Minh,Quận 9,Jamila Khang Điền,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.79519271850586,106.78448486328125,3480000000.0,73,2,2,,,,,,Nội thất cơ bản.,
Hồ Chí Minh,Phú Nhuận,Botanic Towers,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",10.805287361145,106.685188293457,4200000000.0,93,2,2,,,,,,,Sổ đỏ/ Sổ hồng.
Hồ Chí Minh,Bình Thạnh,The Hyco4 Tower,"Dự án The Hyco4 Tower, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10.812481880188,106.710258483887,3400000000.0,88,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Nhà Bè,Saigon South Residences,"Dự án Saigon South Residences, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",10.704007148742676,106.71265411376953,4150000000.0000005,"71,24",2,2,,,,,Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3250000000.0,67,2,2,,,,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,7950000000.0,"77,1",2,2,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Tân Phú,Celadon City,"Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",10.803905487060547,106.61668395996094,5050000000.0,85,2,2,,,,,,,
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10.800097465515137,106.79257202148438,3160000000.0,67,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Safira Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh.",10.8000974655151,106.792572021484,3250000000.0,67,2,2,,,,,,Cơ bản.,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Lumiere Riverside,"Dự án Lumiere Riverside, Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Hồ Chí Minh",10.8042144775391,106.749519348145,5980000000.0,50,1,1,,,,,Đông - Bắc,,Hợp đồng mua bán
Hồ Chí Minh,Quận 7,Riverpark Premier,"Dự án Riverpark Premier, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",10.721447944641113,106.71221923828125,12000000000.0,"123,8",3,2,,,,,,,
Hồ Chí Minh,Quận 2,Masteri Thảo Điền,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh",10.8026895523071,106.741813659668,5500000000.0,75,2,2,,,,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 9,Chung cư MT Eastmark City,"Dự án MT Eastmark City, Đường Trường Lưu, Phường Long Trường, Quận 9, Hồ Chí Minh",10.8007678985596,106.821792602539,2400000000.0,"63,4",1,1,,,,,,Cơ bản,Hợp đồng mua bán
Hồ Chí Minh,Bình Tân,Akari City Nam Long,"Dự án Akari City Nam Long, Đường Võ Văn Kiệt, Phường An Lạc, Bình Tân, Hồ Chí Minh",10.72211742401123,106.61175537109375,3600000000.0,85,2,2,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 1,Tòa Nhà Horizon,"Dự án Horizon, Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",10.7918844223022,106.687744140625,7000000000.0,105,2,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 1,Tòa Nhà Horizon,"Dự án Horizon, Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",10.7918844223022,106.687744140625,6900000000.0,105,2,2,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Bình,Sky Center,"Dự án Sky Center, Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh.",10.806015968322754,106.66645812988281,3700000000.0,80,2,2,,,,,,,Hợp đồng mua bán
Hồ Chí Minh,Quận 5,Hùng Vương Plaza,"Hùng Vương Plaza, 126, Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",10.7559900283813,106.662689208984,7000000000.0,130,3,3,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 5,Hùng Vương Plaza,"Hùng Vương Plaza, 126, Đường Hồng Bàng, Phường 12, Quận 5, Hồ Chí Minh",10.7559900283813,106.662689208984,6600000000.0,127,3,3,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Phú Nhuận,Botanic Towers,"Dự án Botanic Towers, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",10.805287361145,106.685188293457,5300000000.0,113,3,2,,,,,,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 4,Căn hộ Riva Park,"Riva Park, 504, Đường Nguyễn Tất Thành, Phường 18, Quận 4, Hồ Chí Minh",10.7551488876343,106.71866607666,3400000000.0,80,2,2,,,,,,,
Hồ Chí Minh,Gò Vấp,Sunny Plaza,"Dự án Sunny Plaza, 110A Đường Phạm Văn Đồng, Phường 3, Gò Vấp, Hồ Chí Minh",10.8145599365234,106.682907104492,3100000000.0,70,2,2,,,,Nam,Đông - Nam,,Đang chờ sổ
Hồ Chí Minh,Phú Nhuận,The Prince Residence,"Dự án The Prince Residence, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",10.7919921875,106.680908203125,8000000000.0,109,3,2,,,,,,,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Tân Phú,Fortuna - Vườn Lài,"Fortuna - Vườn Lài, 306, Đường Vườn Lài, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",10.7884378433228,106.624412536621,2750000000.0,86,3,2,,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Imperia An Phú,"Dự án Imperia An Phú, Quận 2, Hồ Chí Minh",10.800364,106.75028,6600000000.0,115,3,2,,,,Đông - Nam,Tây - Bắc,Cơ bản,Sổ đỏ/ Sổ hồng
Hồ Chí Minh,Quận 2,Palm Heights,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",10.793773651123,106.761528015137,6220000000.0,105,3,2,,,,,,Không nội thất.,Hợp đồng mua bán
Hồ Chí Minh,Phú Nhuận,Golden Mansion,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",10.808722496032715,106.67042541503906,6300000000.0,106,3,2,,,,,,,Hợp đồng mua bán
Hồ Chí Minh,Bình Thạnh,Saigonres Plaza,"Saigonres Plaza, 188, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",10.8161535263062,106.707344055176,2900000000.0,72,2,2,,,,Đông - Bắc,Tây - Nam,,
Hồ Chí Minh,Phú Nhuận,Golden Mansion,"Golden Mansion, 119, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",10.8087224960327,106.670425415039,6200000000.0,106,3,2,,,,,,,
Hồ Chí Minh,Quận 6,Him Lam Chợ Lớn,"Dự án Him Lam Chợ Lớn, Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",10.7474842071533,106.632858276367,3800000000.0,102,2,2,,,,,Đông - Nam,,Sổ đỏ/ Sổ hồng
Hà Nội,Hai Bà Trưng,Park Hill Premium - Times City,"Dự án Park Hill Premium - Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",20.9965782165527,105.865196228027,16000000000.0,"81,9",,,,,,,,,Sổ đỏ chính chủ
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.0024147033691,105.964111328125,92000000000.0,328,,,,,,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,Vinhomes Riverside,"Dự án Vinhomes Riverside, Phường Phúc Lợi, Long Biên, Hà Nội",21.0460948944092,105.915542602539,24000000000.0,90,4,4,4,,,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,Vinhomes The Harmony,"Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội",21.04736328125,105.90567016601562,24000000000.0,90,4,4,4,,,,,Đầy đủ.,Sổ đỏ/ Sổ hồng.
Hà Nội,Hoàng Mai,The Manor Central Park,"Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",20.975292205810547,105.81436920166016,29900000000.0,75,4,5,5,30.0,5.0,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,Khu đô thị Geleximco - Lê Trọng Tấn,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",20.97924041748047,105.74178314208984,15000000000.0,67,,,4,20.0,,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",21.0153717,105.8128851,62000000000.0,100,,,,,,,,,
Hà Nội,Hà Đông,,"Đường Bờ Hội, Phường La Khê, Hà Đông, Hà Nội",20.9724114,105.7615252,12500000000.0,50,6,4,5,14.0,4.0,Đông - Nam,Đông - Nam,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Hà Đông,An Quý Villa - KĐT Dương Nội,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",20.980504989624,105.754943847656,30000000000.0,180,4,4,3,,10.0,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 02, Xã Dương Xá, Gia Lâm, Hà Nội",21.002414703369141,105.964111328125,24000000000.0,150,,,,,9.6,Đông - Nam,,,Sổ đỏ/ Sổ hồng
Hà Nội,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.072135925293,105.810997009277,81000000000.0,324,,,,,,,,,
Hà Nội,Hoàng Mai,,"Ngõ 93 /1 /29, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9885384,105.8568166,6350000000.0,45,4,4,5,2.5,5.0,Đông,Đông,Đầy đủ.,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.002414703369141,105.964111328125,19000000000.0,90,,,4,,7.5,Tây - Bắc,,Cơ bản,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Vinhomes Smart City,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",21.008852005004883,105.74391937255859,3300000000.0,60,,,,,,,,,
Hà Nội,Hoàng Mai,Khu đô thị mới Linh Đàm,"Dự án KĐT Linh Đàm, Đường Nguyễn Hữu Thọ, Phường Đại Kim, Hoàng Mai, Hà Nội",20.97145652770996,105.82817077636719,34500000000.0,201,6,6,4,15.0,14.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thường Tín,Him Lam Thường Tín,"Dự án Him Lam Thường Tín, Đường Trần Phú, Thị trấn Thường Tín, Thường Tín, Hà Nội",20.871570587158203,105.86279296875,10000000000.0,80,,,,,,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội.",21.0024147033691,105.964111328125,23000000000.0,150,,,,,10.0,,,,
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Ngọc Trai 8, Xã Dương Xá, Gia Lâm, Hà Nội",21.0024147033691,105.964111328125,23000000000.0,142,,,5,13.5,8.3,Đông - Nam,Đông - Nam,Không nội thất,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường K2, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,110000000000.0,"285,6",4,5,3,30.0,20.0,Tây - Bắc,Tây - Bắc,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",20.9876115,105.8469401,5350000000.0,30,4,4,4,,,,,Cao cấp,Sổ đỏ/ Sổ hồng
Hà Nội,Hoàng Mai,Louis City Hoàng Mai,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",20.9835071563721,105.856544494629,23000000000.0,95,6,3,5,22.0,5.0,,,Không nội thất.,Sổ đỏ/ Sổ hồng
Hà Nội,Nam Từ Liêm,Louis City,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",20.998075485229492,105.75171661376953,29500000000.0,105,5,4,5,13.0,5.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Long Biên,,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",21.0392207,105.8729201,15500000000.0,"72,3",,,6,,5.2,,,Đầy đủ full nội thất.,Sổ đỏ/ Sổ hồng.
Hà Nội,Nam Từ Liêm,Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",21.03656768798828,105.76048278808594,68000000000.0,161,5,5,5,20.0,20.0,,,,
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,56900000000.0,160,4,2,3,50.0,20.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Phố Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",21.0208377,105.8217922,36900000000.0,127,,,,,8.5,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Xuân,,"Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",21.0001223,105.7961217,34000000000.0,"130,4",3,4,4,50.0,4.8,Tây - Nam,Tây - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Đường Hải Âu 3, Xã Dương Xá, Gia Lâm, Hà Nội",21.002414703369141,105.964111328125,24000000000.0,150,,,,,9.6,,,,
Hà Nội,Gia Lâm,Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",21.00241470336914,105.964111328125,23500000000.0,150,,,,,,,,,
Hà Nội,Hoàng Mai,,"Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",20.9585835,105.8426447,6200000000.0,"30,5",4,4,5,3.5,7.2,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Đường Cát Linh, Phường Hàng Bột, Đống Đa, Hà Nội",21.0217391,105.8297637,6800000000.0,65,4,3,3,,4.0,Đông - Nam,,,
Hà Nội,Hà Đông,An Quý Villa - KĐT Dương Nội,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",20.980504989624023,105.75494384765625,29000000000.0,180,5,4,3,30.0,8.0,,,,Sổ đỏ/ Sổ hồng
Hà Nội,Hoài Đức,An Lạc Green Symphony,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",21.03314971923828,105.73218536376953,30450000000.0,210,,,,,,,,,
Hà Nội,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Đường Nguyễn Văn Huyên, Phường Xuân La, Tây Hồ, Hà Nội",21.059675216674805,105.8040771484375,81500000000.0,192,6,6,4,21.0,39.0,,,Không nội thất,Sổ đỏ/ Sổ hồng
Hà Nội,Hai Bà Trưng,,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",20.9950928,105.8567517,21000000000.0,60,7,5,5,15.0,6.1,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Thanh Trì,,"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",20.9315381,105.8260943,5950000000.0,40,3,4,5,15.0,4.0,,,Đầy đủ,Sổ đỏ/ Sổ hồng
Hà Nội,Đống Đa,,"Đường Nguyễn Như Đổ, Phường Văn Miếu, Đống Đa, Hà Nội",21.0265545,105.8393112,9150000000.0,"39,5",,,2,,,,,,Sổ đỏ
Hà Nội,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",21.072135925293,105.810997009277,46800000000.0,180,,,,30.0,10.0,Đông - Nam,Đông - Nam,,Sổ đỏ/ Sổ hồng
